OrphaCode,Name,Linearization Class
1055,Congenital left ventricular aneurysm,Rare developmental defect during embryogenesis
1954,Congenital lethal erythroderma,Rare skin disease
210163,"Congenital lethal myopathy, Compton-North type",Rare neurologic disease
562528,Congenital limbs-face contractures-hypotonia-developmental delay syndrome,Rare developmental defect during embryogenesis
90790,Congenital lipoid adrenal hyperplasia due to STAR deficency,Rare developmental defect during embryogenesis
1928,Congenital lobar emphysema,Rare developmental defect during embryogenesis
2430,Congenital macroglossia,Rare developmental defect during embryogenesis
93109,Congenital megacalycosis,Rare developmental defect during embryogenesis
69063,Congenital membranous nephropathy due to fetomaternal anti-neutral endopeptidase alloimmunization,Rare renal disease
2665,Congenital mesoblastic nephroma,Rare neoplastic disease
391376,Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome,Rare neurologic disease
566,Congenital microcoria,Rare developmental defect during embryogenesis
199293,Congenital microgastria,Rare developmental defect during embryogenesis
99057,Congenital mitral stenosis,Rare developmental defect during embryogenesis
98905,Congenital multicore myopathy with external ophthalmoplegia,Rare neurologic disease
157973,Congenital muscular dystrophy due to LMNA mutation,Rare neurologic disease
98893,Congenital muscular dystrophy type 1B,Rare neurologic disease
370959,Congenital muscular dystrophy with cerebellar involvement,Rare neurologic disease
371007,Congenital muscular dystrophy with hyperlaxity,Rare neurologic disease
34520,Congenital muscular dystrophy with integrin alpha-7 deficiency,Rare neurologic disease
370968,Congenital muscular dystrophy with intellectual disability,Rare neurologic disease
329178,Congenital muscular dystrophy with intellectual disability and severe epilepsy,Rare inborn errors of metabolism
370980,Congenital muscular dystrophy without intellectual disability,Rare neurologic disease
272,"Congenital muscular dystrophy, Fukuyama type",Rare developmental defect during embryogenesis
75840,"Congenital muscular dystrophy, Ullrich type",Rare neurologic disease
1875,Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,Rare neurologic disease
486815,Congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome,Rare neurologic disease
590,Congenital myasthenic syndrome,Rare neurologic disease
353327,Congenital myasthenic syndromes with glycosylation defect,Rare neurologic disease
98904,Congenital myopathy with excess of thin filaments,Rare neurologic disease
319160,Congenital myopathy with internal nuclei and atypical cores,Rare neurologic disease
424107,Congenital myopathy with myasthenic-like onset,Rare neurologic disease
544602,Congenital myopathy with reduced type 2 muscle fibers,Rare neurologic disease
199329,"Congenital myopathy, Paradas type",Rare neurologic disease
839,"Congenital nephrotic syndrome, Finnish type",Rare renal disease
168486,Congenital neuronal ceroid lipofuscinosis,Rare neurologic disease
369852,Congenital neutropenia-myelofibrosis-nephromegaly syndrome,Rare immune disease
269510,Congenital non-communicating hydrocephalus,Rare developmental defect during embryogenesis
440221,Congenital oculomotor nerve palsy,Rare ophthalmic disorder
157713,Congenital or early infantile CACH syndrome,Rare neurologic disease
2772,Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome,Rare bone disease
313906,Congenital pancreatic cyst,Rare gastroenterologic disease
139414,Congenital panfollicular nevus,Rare skin disease
99130,Congenital partial agenesis of pericardium,Rare developmental defect during embryogenesis
99124,Congenital partial pulmonary venous return anomaly,Rare developmental defect during embryogenesis
295036,Congenital patella dislocation,Rare developmental defect during embryogenesis
99072,Congenital patent ductus arteriosus aneurysm,Rare developmental defect during embryogenesis
465,Congenital plasminogen activator inhibitor type 1 deficiency,Rare hematologic disease
480531,Congenital portosystemic shunt,Rare developmental defect during embryogenesis
749,Congenital prekallikrein deficiency,Rare hematologic disease
83461,Congenital primary aphakia,Rare developmental defect during embryogenesis
569821,Congenital primary lymphedema of Gordon,Rare developmental defect during embryogenesis
617,Congenital primary megaureter,Rare urogenital disease
238654,"Congenital primary megaureter, nonrefluxing and unobstructed form",Rare urogenital disease
238646,"Congenital primary megaureter, obstructed form",Rare urogenital disease
544578,"Congenital primary megaureter, refluxing and obstructed form",Rare urogenital disease
238650,"Congenital primary megaureter, refluxing form",Rare urogenital disease
508542,Congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome,Rare developmental defect during embryogenesis
66630,Congenital pseudoarthrosis of the clavicle,Rare developmental defect during embryogenesis
295020,Congenital pseudoarthrosis of the femur,Rare developmental defect during embryogenesis
295022,Congenital pseudoarthrosis of the fibula,Rare developmental defect during embryogenesis
157808,Congenital pseudoarthrosis of the limbs,Rare developmental defect during embryogenesis
295024,Congenital pseudoarthrosis of the radius,Rare developmental defect during embryogenesis
295018,Congenital pseudoarthrosis of the tibia,Rare developmental defect during embryogenesis
295026,Congenital pseudoarthrosis of the ulna,Rare developmental defect during embryogenesis
91411,Congenital ptosis,Rare ophthalmic disorder
2444,Congenital pulmonary airway malformation,Rare developmental defect during embryogenesis
280827,Congenital pulmonary airway malformation type 0,Rare developmental defect during embryogenesis
280832,Congenital pulmonary airway malformation type 1,Rare developmental defect during embryogenesis
280840,Congenital pulmonary airway malformation type 2,Rare developmental defect during embryogenesis
280847,Congenital pulmonary airway malformation type 3,Rare developmental defect during embryogenesis
280854,Congenital pulmonary airway malformation type 4,Rare developmental defect during embryogenesis
2414,Congenital pulmonary lymphangiectasia,Rare developmental defect during embryogenesis
3161,Congenital pulmonary sequestration,Rare developmental defect during embryogenesis
3189,Congenital pulmonary valvar stenosis,Rare developmental defect during embryogenesis
99126,Congenital pulmonary vein atresia,Rare developmental defect during embryogenesis
3269,Congenital radioulnar synostosis,Rare developmental defect during embryogenesis
97598,Congenital renal artery stenosis,Rare developmental defect during embryogenesis
2040,Congenital respiratory-biliary fistula,Rare developmental defect during embryogenesis
281190,Congenital reticular ichthyosiform erythroderma,Rare skin disease
353334,Congenital retinal arteriovenous communication,Rare circulatory system disease
290,Congenital rubella syndrome,Rare developmental defect during embryogenesis
2301,Congenital short bowel syndrome,Rare developmental defect during embryogenesis
93400,Congenital sialidosis type 2,Rare inborn errors of metabolism
369861,Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,Rare immune disease
263435,Congenital smooth muscle hamartoma,Rare skin disease
103908,Congenital sodium diarrhea,Rare gastroenterologic disease
215,Congenital stationary night blindness,Rare ophthalmic disorder
99122,Congenital stenosis of the inferior vena cava,Rare developmental defect during embryogenesis
101068,Congenital stromal corneal dystrophy,Rare ophthalmic disorder
141121,Congenital subglottic stenosis,Rare otorhinolaryngologic disease
35122,Congenital sucrase-isomaltase deficiency,Rare gastroenterologic disease
99059,Congenital supravalvular mitral ring,Rare developmental defect during embryogenesis
98948,Congenital symblepharon,Rare developmental defect during embryogenesis
499009,Congenital syphilis,Rare developmental defect during embryogenesis
2039,Congenital systemic arteriovenous fistula,Rare developmental defect during embryogenesis
210576,Congenital temporomandibular joint ankylosis,Rare maxillo-facial surgical disease
93583,Congenital thrombotic thrombocytopenic purpura,Rare hematologic disease
99125,Congenital total pulmonary venous return anomaly,Rare developmental defect during embryogenesis
858,Congenital toxoplasmosis,Rare developmental defect during embryogenesis
141127,Congenital tracheal stenosis,Rare otorhinolaryngologic disease
95430,Congenital tracheomalacia,Rare otorhinolaryngologic disease
95459,Congenital tricuspid stenosis,Rare developmental defect during embryogenesis
555874,Congenital tricuspid valve dysplasia,Rare developmental defect during embryogenesis
231013,Congenital trigeminal anesthesia,Rare neurologic disease
98686,Congenital trochlear nerve palsy,Rare ophthalmic disorder
92050,Congenital tufting enteropathy,Rare gastroenterologic disease
99060,Congenital unguarded mitral orifice,Rare developmental defect during embryogenesis
1166,Congenital unilateral hypoplasia of depressor anguli oris,Rare developmental defect during embryogenesis
291,Congenital varicella syndrome,Rare developmental defect during embryogenesis
2291,Congenital velopharyngeal incompetence,Rare otorhinolaryngologic disease
521438,Congenital vertebral-cardiac-renal anomalies syndrome,Rare developmental defect during embryogenesis
178382,Congenital vertical talus,Rare developmental defect during embryogenesis
295203,"Congenital vertical talus, bilateral",Rare developmental defect during embryogenesis
295201,"Congenital vertical talus, unilateral",Rare developmental defect during embryogenesis
216694,Congenitally corrected transposition of the great arteries,Rare developmental defect during embryogenesis
2391,Congenitally short costocoracoid ligament,Rare developmental defect during embryogenesis
860,Congenitally uncorrected transposition of the great arteries,Rare developmental defect during embryogenesis
216729,Congenitally uncorrected transposition of the great arteries with cardiac malformation,Rare developmental defect during embryogenesis
99042,Congenitally uncorrected transposition of the great arteries with coarctation,Rare developmental defect during embryogenesis
589821,Congenital-onset Steinert myotonic dystrophy,Rare neurologic disease
647916,Conjoined twins,Rare developmental defect during embryogenesis
617910,Conjunctival malignant melanoma,Rare neoplastic disease
300284,Connective tissue disorder due to lysyl hydroxylase-3 deficiency,Rare systemic or rheumatologic disease
420794,Cono-spondylar dysplasia,Rare bone disease
319651,Constitutional megaloblastic anemia with severe neurologic disease,Rare hematologic disease
252202,Constitutional mismatch repair deficiency syndrome,Rare neurologic disease
295000,Constriction rings syndrome,Rare developmental defect during embryogenesis
725,Continuous spikes and waves during sleep,Rare neurologic disease
436003,Contractures-developmental delay-Pierre Robin syndrome,Rare developmental defect during embryogenesis
1484,Contractures-ectodermal dysplasia-cleft lip/palate syndrome,Rare developmental defect during embryogenesis
